datetime,symbol,open,high,low,close,volume
2025-10-03 22:15:00,MCX:GOLD1!,118120.0,118178.0,118104.0,118135.0,92.0
2025-10-03 22:30:00,MCX:GOLD1!,118139.0,118180.0,118069.0,118175.0,91.0
2025-10-03 22:45:00,MCX:GOLD1!,118175.0,118223.0,118131.0,118131.0,136.0
2025-10-03 23:00:00,MCX:GOLD1!,118150.0,118214.0,118110.0,118165.0,146.0
2025-10-03 23:15:00,MCX:GOLD1!,118182.0,118190.0,118015.0,118100.0,362.0
2025-10-06 09:00:00,MCX:GOLD1!,118900.0,119488.0,118900.0,119463.0,1056.0
2025-10-06 09:15:00,MCX:GOLD1!,119486.0,119538.0,119409.0,119459.0,437.0
2025-10-06 09:30:00,MCX:GOLD1!,119451.0,119560.0,119451.0,119469.0,223.0
2025-10-06 09:45:00,MCX:GOLD1!,119470.0,119600.0,119450.0,119571.0,179.0
2025-10-06 10:00:00,MCX:GOLD1!,119577.0,119824.0,119571.0,119824.0,387.0
2025-10-06 10:15:00,MCX:GOLD1!,119840.0,119850.0,119709.0,119826.0,265.0
2025-10-06 10:30:00,MCX:GOLD1!,119816.0,119933.0,119738.0,119865.0,314.0
2025-10-06 10:45:00,MCX:GOLD1!,119849.0,119853.0,119600.0,119771.0,499.0
2025-10-06 11:00:00,MCX:GOLD1!,119780.0,119780.0,119542.0,119600.0,280.0
2025-10-06 11:15:00,MCX:GOLD1!,119600.0,119707.0,119576.0,119671.0,144.0
2025-10-06 11:30:00,MCX:GOLD1!,119670.0,119690.0,119406.0,119498.0,394.0
2025-10-06 11:45:00,MCX:GOLD1!,119499.0,119592.0,119450.0,119540.0,204.0
2025-10-06 12:00:00,MCX:GOLD1!,119570.0,119570.0,119472.0,119542.0,115.0
2025-10-06 12:15:00,MCX:GOLD1!,119550.0,119731.0,119550.0,119690.0,278.0
2025-10-06 12:30:00,MCX:GOLD1!,119710.0,119740.0,119668.0,119686.0,115.0
2025-10-06 12:45:00,MCX:GOLD1!,119695.0,119715.0,119550.0,119615.0,232.0
2025-10-06 13:00:00,MCX:GOLD1!,119638.0,119746.0,119620.0,119668.0,85.0
2025-10-06 13:15:00,MCX:GOLD1!,119665.0,119921.0,119635.0,119838.0,476.0
2025-10-06 13:30:00,MCX:GOLD1!,119850.0,120075.0,119850.0,120005.0,477.0
2025-10-06 13:45:00,MCX:GOLD1!,120005.0,120074.0,119823.0,119909.0,328.0
2025-10-06 14:00:00,MCX:GOLD1!,119912.0,119920.0,119720.0,119750.0,335.0
2025-10-06 14:15:00,MCX:GOLD1!,119750.0,120020.0,119750.0,119928.0,215.0
2025-10-06 14:30:00,MCX:GOLD1!,119893.0,119956.0,119881.0,119925.0,68.0
2025-10-06 14:45:00,MCX:GOLD1!,119924.0,119938.0,119845.0,119938.0,93.0
2025-10-06 15:00:00,MCX:GOLD1!,119969.0,119969.0,119802.0,119824.0,149.0
2025-10-06 15:15:00,MCX:GOLD1!,119852.0,119929.0,119795.0,119881.0,122.0
2025-10-06 15:30:00,MCX:GOLD1!,119900.0,119910.0,119680.0,119839.0,180.0
2025-10-06 15:45:00,MCX:GOLD1!,119800.0,119903.0,119774.0,119800.0,143.0
2025-10-06 16:00:00,MCX:GOLD1!,119830.0,120042.0,119830.0,120042.0,285.0
2025-10-06 16:15:00,MCX:GOLD1!,120070.0,120070.0,119943.0,119943.0,163.0
2025-10-06 16:30:00,MCX:GOLD1!,119943.0,119943.0,119782.0,119841.0,140.0
2025-10-06 16:45:00,MCX:GOLD1!,119820.0,119860.0,119730.0,119860.0,151.0
2025-10-06 17:00:00,MCX:GOLD1!,119850.0,119900.0,119720.0,119750.0,110.0
2025-10-06 17:15:00,MCX:GOLD1!,119750.0,119865.0,119663.0,119860.0,242.0
2025-10-06 17:30:00,MCX:GOLD1!,119826.0,119860.0,119717.0,119860.0,88.0
2025-10-06 17:45:00,MCX:GOLD1!,119840.0,119900.0,119540.0,119591.0,429.0
2025-10-06 18:00:00,MCX:GOLD1!,119580.0,119686.0,119507.0,119660.0,329.0
2025-10-06 18:15:00,MCX:GOLD1!,119650.0,119820.0,119650.0,119650.0,207.0
2025-10-06 18:30:00,MCX:GOLD1!,119700.0,119763.0,119550.0,119626.0,187.0
2025-10-06 18:45:00,MCX:GOLD1!,119650.0,119725.0,119605.0,119668.0,176.0
2025-10-06 19:00:00,MCX:GOLD1!,119701.0,119944.0,119525.0,119932.0,837.0
2025-10-06 19:15:00,MCX:GOLD1!,119925.0,119999.0,119832.0,119940.0,215.0
2025-10-06 19:30:00,MCX:GOLD1!,119933.0,120100.0,119806.0,120050.0,615.0
2025-10-06 19:45:00,MCX:GOLD1!,120055.0,120089.0,119926.0,119978.0,155.0
2025-10-06 20:00:00,MCX:GOLD1!,119994.0,120300.0,119984.0,120241.0,567.0
2025-10-06 20:15:00,MCX:GOLD1!,120250.0,120355.0,120207.0,120247.0,510.0
2025-10-06 20:30:00,MCX:GOLD1!,120230.0,120273.0,120087.0,120203.0,308.0
2025-10-06 20:45:00,MCX:GOLD1!,120231.0,120275.0,120040.0,120068.0,246.0
2025-10-06 21:00:00,MCX:GOLD1!,120068.0,120268.0,120046.0,120248.0,158.0
2025-10-06 21:15:00,MCX:GOLD1!,120212.0,120423.0,120167.0,120351.0,420.0
2025-10-06 21:30:00,MCX:GOLD1!,120362.0,120600.0,120001.0,120009.0,1174.0
2025-10-06 21:45:00,MCX:GOLD1!,120008.0,120210.0,119959.0,120159.0,514.0
2025-10-06 22:00:00,MCX:GOLD1!,120158.0,120245.0,120101.0,120140.0,83.0
2025-10-06 22:15:00,MCX:GOLD1!,120122.0,120213.0,120110.0,120193.0,42.0
2025-10-06 22:30:00,MCX:GOLD1!,120199.0,120300.0,120199.0,120252.0,190.0
2025-10-06 22:45:00,MCX:GOLD1!,120252.0,120272.0,120123.0,120145.0,105.0
2025-10-06 23:00:00,MCX:GOLD1!,120118.0,120224.0,120118.0,120219.0,106.0
2025-10-06 23:15:00,MCX:GOLD1!,120198.0,120340.0,120175.0,120325.0,388.0
2025-10-07 09:00:00,MCX:GOLD1!,120350.0,120800.0,120350.0,120795.0,1019.0
2025-10-07 09:15:00,MCX:GOLD1!,120782.0,120879.0,120714.0,120780.0,438.0
2025-10-07 09:30:00,MCX:GOLD1!,120752.0,120863.0,120706.0,120829.0,202.0
2025-10-07 09:45:00,MCX:GOLD1!,120809.0,120864.0,120785.0,120800.0,185.0
2025-10-07 10:00:00,MCX:GOLD1!,120800.0,120840.0,120780.0,120815.0,124.0
2025-10-07 10:15:00,MCX:GOLD1!,120800.0,120897.0,120800.0,120871.0,150.0
2025-10-07 10:30:00,MCX:GOLD1!,120871.0,120900.0,120493.0,120616.0,646.0
2025-10-07 10:45:00,MCX:GOLD1!,120616.0,120640.0,120526.0,120580.0,391.0
